Household size,Acreage,Fertilizer amount,Laborers,Education_Degree,Education_Diploma,Education_Primary,Education_Secondary,Gender_Male,Age bracket_36-45,Age bracket_46-55,Age bracket_56-65,Age bracket_above 65,Yield
5.0,2.0,50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,550
5.0,0.5,40.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,540
4.0,2.0,50.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,540
1.0,3.0,100.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,540
5.0,0.5,20.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,540
4.0,0.5,25.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,540
4.0,1.0,50.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,540
6.0,0.25,70.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,540
6.0,0.5,100.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,540
5.0,0.5,100.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500
5.0,1.5,50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,450
4.0,2.5,50.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,450
2.0,0.5,20.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,450
1.0,2.0,100.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,450
5.0,1.5,25.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,450
4.0,1.0,30.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,450
4.0,2.0,50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,450
5.0,2.0,100.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,450
4.0,0.5,20.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,450
6.0,0.25,20.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,450
6.0,0.5,200.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,450
6.0,1.0,50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,450
6.0,1.0,60.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,450
4.0,1.5,40.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,440
2.0,2.0,40.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400
5.0,1.0,50.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400
5.0,1.0,30.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,360
4.0,0.25,40.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,360
4.0,0.5,100.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,360
2.0,1.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,360
2.0,1.0,50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,360
5.0,0.75,100.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,360
1.0,2.0,50.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,360
5.0,1.5,25.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,360
6.0,0.5,220.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,360
4.0,0.5,20.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,360
4.0,0.5,30.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,360
5.0,1.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,360
4.0,0.25,150.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,360
5.0,1.0,50.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,360
4.0,1.0,20.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,360
4.0,1.0,50.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,360
6.0,1.0,20.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,360
6.0,1.0,50.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,360
6.0,1.0,50.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,360
5.0,2.5,150.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,360
5.0,1.0,25.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,360
3.0,1.5,150.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,360
6.0,1.0,50.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,360
2.0,2.0,50.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,330
5.0,1.5,100.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,330
3.0,1.5,100.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,330
3.0,2.0,100.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,330
3.0,2.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,330
3.0,2.0,50.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,330
4.0,1.0,300.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,300
3.0,0.5,20.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,270
3.0,0.75,50.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,270
2.0,0.75,25.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
2.0,0.25,100.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
5.0,1.0,50.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
4.0,1.0,20.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
4.0,2.0,50.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
4.0,0.3,50.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
5.0,1.5,50.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
3.0,1.0,25.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
6.0,1.0,25.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
6.0,0.75,50.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
5.0,0.25,20.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
5.0,0.25,50.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
3.0,1.0,30.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,270
4.0,2.5,20.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
4.0,0.25,50.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
5.0,1.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
5.0,0.25,50.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
3.0,1.0,25.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
3.0,1.5,25.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,270
3.0,0.5,30.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,250
4.0,1.0,25.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,250
5.0,0.25,40.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,250
5.0,0.5,30.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,250
4.0,1.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,250
5.0,1.0,50.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,250
6.0,1.0,100.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,220
2.0,0.5,25.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,200
5.0,1.0,80.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,200
3.0,0.5,25.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,200
3.0,1.0,40.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,200
3.0,1.0,30.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,200
3.0,1.0,20.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,200
3.0,0.5,50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
3.0,0.5,200.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
4.0,0.5,50.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
3.0,0.5,20.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,180
2.0,0.5,25.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,180
1.0,0.25,50.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,180
5.0,0.5,40.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,180
5.0,0.5,150.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,180
6.0,1.0,25.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
4.0,0.25,20.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,180
6.0,1.0,50.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
6.0,0.5,200.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
4.0,1.0,20.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,180
5.0,1.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,180
4.0,0.5,40.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
3.0,1.0,25.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,180
4.0,1.0,50.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
4.0,0.5,250.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
5.0,0.5,90.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
6.0,0.5,20.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,180
4.0,0.5,40.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
4.0,1.5,150.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
5.0,1.0,20.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,180
3.0,0.5,30.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,180
3.0,0.25,100.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,180
4.0,0.5,20.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,180
2.0,0.5,50.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
2.0,0.25,50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
2.0,1.0,500.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
5.0,1.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,180
3.0,0.25,20.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,180
3.0,0.25,23.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,180
2.0,0.25,50.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,180
2.0,1.0,25.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,160
2.0,0.5,20.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,160
6.0,0.5,75.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,150
5.0,0.75,20.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,150
3.0,0.25,40.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,150
5.0,0.25,200.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,135
4.0,0.25,40.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,135
3.0,0.5,40.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,115
4.0,1.5,50.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,110
6.0,0.5,40.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,100
6.0,0.25,150.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,100
3.0,0.25,100.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100
1.0,0.25,30.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100
8.0,0.25,50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100
8.0,0.5,200.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100
5.0,0.25,75.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100
3.0,0.25,30.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100
3.0,1.0,100.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100
3.0,0.25,70.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,100
2.0,0.75,20.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,100
2.0,0.5,20.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,100
5.0,0.5,50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100
2.0,1.0,100.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,100
2.0,0.5,20.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,100
3.0,0.5,50.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,95
6.0,0.25,25.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90
6.0,1.0,40.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90
6.0,0.5,20.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,90
6.0,0.25,100.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,90
1.0,0.75,50.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,90
8.0,0.25,250.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,90
5.0,0.25,20.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,90
5.0,2.0,35.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90
4.0,0.25,30.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90
2.0,0.3,40.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,90
7.0,0.5,25.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90
7.0,0.5,50.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90
3.0,0.25,20.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,90
2.0,0.25,25.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90
5.0,0.3,20.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,90
4.0,0.25,30.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90
2.0,0.25,20.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,90
2.0,0.5,50.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,90
3.0,0.25,40.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80
5.0,0.5,35.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80
3.0,1.0,37.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80
3.0,0.5,30.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,80
5.0,0.25,25.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80
6.0,0.5,100.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,75
5.0,1.5,50.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,70
5.0,1.0,25.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60
3.0,0.5,100.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60
3.0,0.5,25.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,60
2.0,0.5,20.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,50
6.0,0.5,30.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50
3.0,0.5,20.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50
6.0,0.5,20.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,50
6.0,0.3,50.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,50
5.0,0.25,75.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50
3.0,0.5,20.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50
7.0,0.25,24.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50
3.0,0.3,50.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,50
5.0,0.5,20.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,50
4.0,0.5,25.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50
1.0,4.0,300.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,600
5.0,2.0,150.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,550
2.0,2.0,150.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,550
4.0,3.0,60.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,540
8.0,0.5,20.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,540
4.0,0.25,20.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,500
6.0,1.0,30.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500
1.0,0.5,20.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,450
6.0,0.75,200.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,450
5.0,0.5,25.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,450
4.0,1.5,50.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,450
4.0,2.0,100.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,450
6.0,1.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,450
2.0,0.5,25.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,450
8.0,1.5,25.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,450
1.0,0.3,20.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,400
2.0,0.3,50.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,400
1.0,1.5,20.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,360
1.0,1.0,50.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,360
6.0,0.75,50.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,360
5.0,1.0,20.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,360
4.0,1.5,50.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,360
4.0,0.75,50.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,360
5.0,1.0,75.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,360
6.0,1.0,90.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,360
6.0,0.25,50.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,360
8.0,1.0,25.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,360
2.0,1.0,25.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,360
5.0,0.25,150.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,360
3.0,2.0,100.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,330
6.0,1.5,100.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,330
3.0,1.5,150.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,330
3.0,0.5,400.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,330
6.0,1.5,30.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,330
3.0,1.0,100.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,330
